TransactionID,Amount,CustomerID,FraudIndicator,TransactionAmount,AnomalyScore,Category,Timestamp,MerchantID,AccountBalance,LastLogin,SuspiciousFlag,Name,Age,Address,MerchantName,Location
40,80.53777562959479,1038,0,89.31329987617828,0.5326091267272046,Other,2022-01-02 15:00:00,2995,5402.92085,2/7/2022,0,Customer 1038,62,Address 1038,Merchant 2995,Location 2995
41,47.874851353915766,1800,0,13.156789554321756,0.3194777655854669,Other,2022-01-02 16:00:00,2596,6631.372808,3/10/2024,0,Customer 1800,58,Address 1800,Merchant 2596,Location 2596
42,85.10981610829299,1510,0,39.31008128591371,0.2149458399121594,Retail,2022-01-02 17:00:00,2518,7685.510723,5/25/2023,0,Customer 1510,53,Address 1510,Merchant 2518,Location 2518
43,55.81926585658818,1104,0,62.40210028810944,0.5672705382841227,Online,2022-01-02 18:00:00,2910,1693.073846,4/14/2022,0,Customer 1104,52,Address 1104,Merchant 2910,Location 2910
44,86.97191973785533,2000,0,88.11638357233643,0.7663300041347579,Food,2022-01-02 19:00:00,2423,4853.02438,9/26/2024,0,Customer 2000,42,Address 2000,Merchant 2423,Location 2423
45,69.75758075212585,1644,0,29.203181435601817,0.7076318867164036,Online,2022-01-02 20:00:00,2364,3307.317156,10/6/2023,1,Customer 1644,51,Address 1644,Merchant 2364,Location 2364
46,79.35791579481321,1238,0,15.0314207539817,0.9923378496402676,Online,2022-01-02 21:00:00,2274,8228.897853,8/26/2022,0,Customer 1238,38,Address 1238,Merchant 2274,Location 2274
47,72.74250983074938,1759,0,64.0550437068745,0.531697063932589,Food,2022-01-02 22:00:00,2639,6608.386988,1/29/2024,0,Customer 1759,33,Address 1759,Merchant 2639,Location 2639
48,17.6405694778187,1994,0,37.31484596425175,0.0322402678558125,Travel,2022-01-02 23:00:00,2233,8791.304689,9/20/2024,0,Customer 1994,63,Address 1994,Merchant 2233,Location 2233
49,30.793728080558463,1752,1,11.93959323128237,0.0061201141369274,Other,2022-01-03 00:00:00,2239,6552.420255,1/22/2024,0,Customer 1752,46,Address 1752,Merchant 2239,Location 2239
50,61.35297940106928,1415,0,17.91599331862236,0.0447252918925693,Online,2022-01-03 01:00:00,2946,9258.312698,2/19/2023,0,Customer 1415,57,Address 1415,Merchant 2946,Location 2946
51,42.07616320785515,1044,0,28.42012347274126,0.9181560081146742,Retail,2022-01-03 02:00:00,2638,5084.274001,2/13/2022,0,Customer 1044,22,Address 1044,Merchant 2638,Location 2638
52,90.81333790562653,1374,0,95.91411492767848,0.0555455780239428,Retail,2022-01-03 03:00:00,2770,2897.001044,1/9/2023,0,Customer 1374,47,Address 1374,Merchant 2770,Location 2770
53,42.08401695356378,1345,0,44.00543975418234,0.5687201877502441,Food,2022-01-03 04:00:00,2262,7264.807041,12/11/2022,0,Customer 1345,52,Address 1345,Merchant 2262,Location 2262
54,87.77609114158098,1680,0,39.083675731208,0.1116274550577005,Online,2022-01-03 05:00:00,2920,1308.381737,11/11/2023,0,Customer 1680,43,Address 1680,Merchant 2920,Location 2920
55,62.13088122838467,1043,0,79.91319162474862,0.6294201752731601,Other,2022-01-03 06:00:00,2312,8236.476448,2/12/2022,0,Customer 1043,25,Address 1043,Merchant 2312,Location 2312
56,83.1517552203441,1611,0,99.39547482554184,0.5047562252447003,Retail,2022-01-03 07:00:00,2292,3612.869038,9/3/2023,0,Customer 1611,21,Address 1611,Merchant 2292,Location 2292
57,49.723786313021925,1704,0,98.02129252071374,0.7124860792029184,Travel,2022-01-03 08:00:00,2082,1670.49309,12/5/2023,0,Customer 1704,23,Address 1704,Merchant 2082,Location 2082
58,13.081741283544147,1405,0,85.97846399845285,0.6232913655459015,Food,2022-01-03 09:00:00,2921,9246.516979,2/9/2023,0,Customer 1405,59,Address 1405,Merchant 2921,Location 2921
59,28.62756065487808,1161,0,61.369965594477215,0.6889460878176792,Food,2022-01-03 10:00:00,2033,7545.026043,6/10/2022,0,Customer 1161,55,Address 1161,Merchant 2033,Location 2033
60,82.91599923239106,1336,0,56.39017672096056,0.7012128117494796,Retail,2022-01-03 11:00:00,2479,9996.991525,12/2/2022,0,Customer 1336,42,Address 1336,Merchant 2479,Location 2479
61,76.11459127700137,1714,0,52.224587954587946,0.3817522806168361,Travel,2022-01-03 12:00:00,2684,8792.097099,12/15/2023,0,Customer 1714,36,Address 1714,Merchant 2684,Location 2684
62,66.56159118369223,1865,0,88.00863507425593,0.4478817547460879,Travel,2022-01-03 13:00:00,2234,4468.344079,5/14/2024,0,Customer 1865,45,Address 1865,Merchant 2234,Location 2234
63,50.51711429707575,1702,0,22.41233395120337,0.7690132128559298,Other,2022-01-03 14:00:00,2286,4756.907985,12/3/2023,0,Customer 1702,32,Address 1702,Merchant 2286,Location 2286
64,55.162744952494926,1483,0,10.967550794864708,0.3391291866143247,Online,2022-01-03 15:00:00,2131,7541.198869,4/28/2023,0,Customer 1483,56,Address 1483,Merchant 2131,Location 2131
65,78.33451388591148,1139,0,74.80049283184198,0.0951938957139624,Other,2022-01-03 16:00:00,2195,3039.514205,5/19/2022,0,Customer 1139,21,Address 1139,Merchant 2195,Location 2195
66,51.4144879788989,1108,0,16.34857049322759,0.1072906870387059,Other,2022-01-03 17:00:00,2561,7794.946322,4/18/2022,0,Customer 1108,33,Address 1108,Merchant 2561,Location 2561
67,81.34788954135908,1056,0,59.48591943885853,0.169625926112435,Retail,2022-01-03 18:00:00,2171,3507.492645,2/25/2022,0,Customer 1056,46,Address 1056,Merchant 2171,Location 2171
68,95.23140544260824,1548,0,64.68870798615711,0.5467204678243731,Other,2022-01-03 19:00:00,2781,4483.1563,7/2/2023,0,Customer 1548,29,Address 1548,Merchant 2781,Location 2781
69,87.15831942631942,1887,0,40.11881406202277,0.7132956071476505,Retail,2022-01-03 20:00:00,2038,3976.339147,6/5/2024,0,Customer 1887,40,Address 1887,Merchant 2038,Location 2038
70,78.69681169305915,1897,0,33.18694249951406,0.2189393885632597,Other,2022-01-03 21:00:00,2475,2518.738874,6/15/2024,0,Customer 1897,27,Address 1897,Merchant 2475,Location 2475
71,23.80623682022744,1154,0,64.24073572319557,0.5521439297775538,Online,2022-01-03 22:00:00,2487,5544.569289,6/3/2022,0,Customer 1154,48,Address 1154,Merchant 2487,Location 2487
72,57.31615922446038,1286,1,53.91674221753586,0.1617728586912705,Online,2022-01-03 23:00:00,2495,7665.93245,10/13/2022,0,Customer 1286,19,Address 1286,Merchant 2495,Location 2495
73,67.92604330939866,1149,0,55.60426363765741,0.6860135687546838,Travel,2022-01-04 00:00:00,2200,7990.33562,5/29/2022,0,Customer 1149,34,Address 1149,Merchant 2200,Location 2200
74,16.26344880319616,1158,0,95.54621197153052,0.957373586986144,Travel,2022-01-04 01:00:00,2296,5037.207239,6/7/2022,0,Customer 1158,50,Address 1158,Merchant 2296,Location 2296
75,13.42002255353782,1606,0,25.73509604902587,0.7842947190605576,Other,2022-01-04 02:00:00,2872,4152.721122,8/29/2023,0,Customer 1606,60,Address 1606,Merchant 2872,Location 2872
76,42.76855554669151,1422,0,92.0899205881348,0.4885878004048138,Food,2022-01-04 03:00:00,2036,6987.997844,2/26/2023,0,Customer 1422,32,Address 1422,Merchant 2036,Location 2036
77,41.21158341874049,1007,0,66.15215047728688,0.2178905074792401,Travel,2022-01-04 04:00:00,2753,2957.760054,1/7/2022,0,Customer 1007,33,Address 1007,Merchant 2753,Location 2753
78,58.13859005804491,1985,0,70.84820400902817,0.3941309112302433,Other,2022-01-04 05:00:00,2116,3816.962495,9/11/2024,0,Customer 1985,47,Address 1985,Merchant 2116,Location 2116
79,14.634664157422302,1776,0,65.46874682566187,0.6085123427185402,Online,2022-01-04 06:00:00,2203,3715.769255,2/15/2024,0,Customer 1776,31,Address 1776,Merchant 2203,Location 2203
80,19.137591520992626,1159,0,25.27309509866829,0.0255585901176547,Retail,2022-01-04 07:00:00,2083,5766.570781,6/8/2022,0,Customer 1159,54,Address 1159,Merchant 2083,Location 2083
81,29.83486576041774,1493,0,54.43074953579532,0.2007991959678334,Travel,2022-01-04 08:00:00,2552,5703.04283,5/8/2023,0,Customer 1493,44,Address 1493,Merchant 2552,Location 2552
82,38.43137755298227,1322,0,89.92128590628081,0.084979207388952,Online,2022-01-04 09:00:00,2282,9411.508717,11/18/2022,0,Customer 1322,29,Address 1322,Merchant 2282,Location 2282
83,18.110761868902294,1731,0,70.5533611534697,0.0148769296562688,Food,2022-01-04 10:00:00,2610,5275.945466,1/1/2024,0,Customer 1731,62,Address 1731,Merchant 2610,Location 2610
84,22.97242859349798,1876,0,11.760532784436789,0.8500908746590535,Online,2022-01-04 11:00:00,2901,8278.713188,5/25/2024,0,Customer 1876,31,Address 1876,Merchant 2901,Location 2901
85,22.45289288099517,1920,0,47.90428072026375,0.8858380254109788,Retail,2022-01-04 12:00:00,2323,3434.612875,7/8/2024,0,Customer 1920,33,Address 1920,Merchant 2323,Location 2323
86,70.51131966791718,1618,0,30.12257414785566,0.6619170473823522,Retail,2022-01-04 13:00:00,2534,6741.429339,9/10/2023,0,Customer 1618,27,Address 1618,Merchant 2534,Location 2534
87,78.55221406635722,1054,0,59.06169368651467,0.7086399710261254,Retail,2022-01-04 14:00:00,2586,2873.839987,2/23/2022,0,Customer 1054,27,Address 1054,Merchant 2586,Location 2586
88,35.601241841950866,1886,0,61.030450747630056,0.0365564379848128,Travel,2022-01-04 15:00:00,2882,9467.312251,6/4/2024,0,Customer 1886,37,Address 1886,Merchant 2882,Location 2882
89,26.00722367933592,1071,0,77.76328614592758,0.4402907533266011,Retail,2022-01-04 16:00:00,2055,4962.283527,3/12/2022,0,Customer 1071,64,Address 1071,Merchant 2055,Location 2055
90,85.36034193563887,1975,0,49.16020343383616,0.0002337072005655,Retail,2022-01-04 17:00:00,2622,8710.760047,9/1/2024,0,Customer 1975,51,Address 1975,Merchant 2622,Location 2622
91,48.09673926087099,1726,0,70.28777110281193,0.5325805700018359,Online,2022-01-04 18:00:00,2140,9885.267204,12/27/2023,0,Customer 1726,23,Address 1726,Merchant 2140,Location 2140
92,29.03410939854033,1435,0,33.838420642486625,0.1103865196909265,Food,2022-01-04 19:00:00,2010,8804.517944,3/11/2023,0,Customer 1435,35,Address 1435,Merchant 2010,Location 2010
93,98.14685940247114,1684,0,49.22333118633592,0.190179868627074,Travel,2022-01-04 20:00:00,2111,7560.730129,11/15/2023,0,Customer 1684,43,Address 1684,Merchant 2111,Location 2111
94,79.77488953148558,1277,0,85.86740383135798,0.4604078745218216,Travel,2022-01-04 21:00:00,2680,5042.199848,10/4/2022,0,Customer 1277,22,Address 1277,Merchant 2680,Location 2680
95,50.39592040108388,1828,1,72.2881408132906,0.6351498923024964,Other,2022-01-04 22:00:00,2600,2077.514821,4/7/2024,0,Customer 1828,62,Address 1828,Merchant 2600,Location 2600
96,98.5026858539832,1466,0,26.196351691755417,0.495002454686524,Retail,2022-01-04 23:00:00,2054,2569.129234,4/11/2023,0,Customer 1466,41,Address 1466,Merchant 2054,Location 2054
97,18.16684546592576,1922,0,90.0778270615524,0.3040718787901955,Other,2022-01-05 00:00:00,2432,5101.105372,7/10/2024,0,Customer 1922,46,Address 1922,Merchant 2432,Location 2432
98,55.88720399193835,1183,0,21.11119366756257,0.291574943975321,Other,2022-01-05 01:00:00,2346,7149.964405,7/2/2022,0,Customer 1183,40,Address 1183,Merchant 2346,Location 2346
99,76.84342858021311,1866,0,15.152685241543288,0.2419476642350824,Online,2022-01-05 02:00:00,2299,9510.171444,5/15/2024,0,Customer 1866,35,Address 1866,Merchant 2299,Location 2299
100,13.097222776355888,1514,0,94.0073412618988,0.3374859941376362,Other,2022-01-05 03:00:00,2027,2045.057996,5/29/2023,0,Customer 1514,20,Address 1514,Merchant 2027,Location 2027
101,58.92390637798005,1023,0,88.98436112503889,0.9603976293466876,Food,2022-01-05 04:00:00,2433,9545.474869,1/23/2022,0,Customer 1023,34,Address 1023,Merchant 2433,Location 2433
102,61.65899469709107,1012,0,97.48688179907796,0.2645800599183321,Online,2022-01-05 05:00:00,2736,2706.148888,1/12/2022,0,Customer 1012,45,Address 1012,Merchant 2736,Location 2736
103,12.458635265316776,1585,0,83.76810174234359,0.3332819881973068,Retail,2022-01-05 06:00:00,2744,7900.2424,8/8/2023,0,Customer 1585,37,Address 1585,Merchant 2744,Location 2744
104,16.651042272403856,1914,0,93.56933968320736,0.3398523619032424,Travel,2022-01-05 07:00:00,2433,6131.253863,7/2/2024,0,Customer 1914,18,Address 1914,Merchant 2433,Location 2433
105,64.1798875377491,1979,0,39.7071103789509,0.2223044794557515,Other,2022-01-05 08:00:00,2453,8722.686489,9/5/2024,0,Customer 1979,20,Address 1979,Merchant 2453,Location 2453
106,13.915099886609262,1995,0,54.89026403662322,0.4215635124057515,Travel,2022-01-05 09:00:00,2154,2240.517799,9/21/2024,0,Customer 1995,38,Address 1995,Merchant 2154,Location 2154
107,58.084975288492096,1359,0,85.92834801769118,0.3664545518768669,Online,2022-01-05 10:00:00,2908,8430.986519,12/25/2022,0,Customer 1359,53,Address 1359,Merchant 2908,Location 2908
108,96.8105858612092,1609,0,64.58967531386853,0.8913273664664983,Online,2022-01-05 11:00:00,2967,7085.442721,9/1/2023,0,Customer 1609,29,Address 1609,Merchant 2967,Location 2967
109,48.737959254294935,1796,0,66.51437179940578,0.7824277459451286,Food,2022-01-05 12:00:00,2508,5588.049942,3/6/2024,0,Customer 1796,33,Address 1796,Merchant 2508,Location 2508
110,44.24378825471623,1685,0,57.44211218746886,0.0063315156706293,Other,2022-01-05 13:00:00,2580,3046.120485,11/16/2023,0,Customer 1685,18,Address 1685,Merchant 2580,Location 2580
111,22.586047991269297,1961,0,10.625085325396435,0.6864802438144277,Retail,2022-01-05 14:00:00,2570,3454.648531,8/18/2024,0,Customer 1961,47,Address 1961,Merchant 2570,Location 2570
112,40.47944601842122,1740,0,21.310132757865613,0.290569092728993,Other,2022-01-05 15:00:00,2493,1783.739009,1/10/2024,0,Customer 1740,19,Address 1740,Merchant 2493,Location 2493
113,74.4439571243902,1836,0,31.089658414406184,0.3787730482978894,Online,2022-01-05 16:00:00,2628,4018.773274,4/15/2024,0,Customer 1836,47,Address 1836,Merchant 2628,Location 2628
114,77.57986716270221,1120,0,97.86479106596292,0.8384719464730573,Travel,2022-01-05 17:00:00,2240,7450.419004,4/30/2022,0,Customer 1120,47,Address 1120,Merchant 2240,Location 2240
115,40.63979180497972,1841,0,20.93135754622178,0.8548717198256173,Retail,2022-01-05 18:00:00,2941,9319.481714,4/20/2024,0,Customer 1841,22,Address 1841,Merchant 2941,Location 2941
116,62.921911545133966,1930,0,84.66984069219563,0.4309100079096375,Food,2022-01-05 19:00:00,2507,1111.772167,7/18/2024,0,Customer 1930,61,Address 1930,Merchant 2507,Location 2507
117,43.7036374245612,1423,0,75.34393386371227,0.8626867847533091,Travel,2022-01-05 20:00:00,2128,7025.452027,2/27/2023,0,Customer 1423,40,Address 1423,Merchant 2128,Location 2128
118,56.60485656715164,1575,0,31.029962233485527,0.9230146888184372,Retail,2022-01-05 21:00:00,2428,7192.646432,7/29/2023,0,Customer 1575,21,Address 1575,Merchant 2428,Location 2428
119,17.72987462635209,1780,1,19.527907375407104,0.8521427323660469,Retail,2022-01-05 22:00:00,2572,8473.630816,2/19/2024,0,Customer 1780,48,Address 1780,Merchant 2572,Location 2572
120,68.83486745284134,1894,0,82.48672259028618,0.0428071189562689,Retail,2022-01-05 23:00:00,2304,9728.588504,6/12/2024,0,Customer 1894,26,Address 1894,Merchant 2304,Location 2304
121,32.34210737065556,1240,0,95.08638384399995,0.7459715350697309,Retail,2022-01-06 00:00:00,2794,1883.486735,8/28/2022,0,Customer 1240,43,Address 1240,Merchant 2794,Location 2794
122,87.56655197793899,1167,0,48.77567691066048,0.5893665589856495,Retail,2022-01-06 01:00:00,2846,4121.316625,6/16/2022,0,Customer 1167,33,Address 1167,Merchant 2846,Location 2846
123,70.83894725546456,1330,1,76.92373657516502,0.269505804949578,Other,2022-01-06 02:00:00,2169,8773.95694,11/26/2022,1,Customer 1330,63,Address 1330,Merchant 2169,Location 2169
124,26.529790933426444,1171,0,52.738703327766736,0.4136975064344618,Travel,2022-01-06 03:00:00,2948,4631.532992,6/20/2022,0,Customer 1171,22,Address 1171,Merchant 2948,Location 2948
125,88.20456750327392,1749,0,83.10764958693693,0.7920798620894777,Retail,2022-01-06 04:00:00,2148,3334.187888,1/19/2024,0,Customer 1749,44,Address 1749,Merchant 2148,Location 2148
126,55.20289159939914,1069,0,60.02616890446173,0.407731665515309,Other,2022-01-06 05:00:00,2226,8363.065543,3/10/2022,0,Customer 1069,38,Address 1069,Merchant 2226,Location 2226
127,55.48555001123924,1569,0,89.72536824864176,0.5470065298001408,Other,2022-01-06 06:00:00,2390,6363.937936,7/23/2023,0,Customer 1569,31,Address 1569,Merchant 2390,Location 2390
128,39.19964508295418,1537,0,83.8883819694083,0.6487036898380295,Food,2022-01-06 07:00:00,2637,1947.17342,6/21/2023,0,Customer 1537,37,Address 1537,Merchant 2637,Location 2637
129,49.87286889896349,1425,0,93.2420611636587,0.8657397106795307,Food,2022-01-06 08:00:00,2461,6441.933113,3/1/2023,0,Customer 1425,56,Address 1425,Merchant 2461,Location 2461
130,12.473355037269908,1761,0,53.74615541333524,0.6067478301246536,Other,2022-01-06 09:00:00,2928,2854.186623,1/31/2024,0,Customer 1761,21,Address 1761,Merchant 2928,Location 2928
131,75.99253650342669,1458,0,43.06404676353721,0.5439223502745882,Other,2022-01-06 10:00:00,2901,8017.715824,4/3/2023,0,Customer 1458,35,Address 1458,Merchant 2901,Location 2901
132,65.03159710701489,1588,0,27.32178111362836,0.1944314454446276,Food,2022-01-06 11:00:00,2588,7925.082131,8/11/2023,0,Customer 1588,27,Address 1588,Merchant 2588,Location 2588
133,92.36972521780169,1418,0,74.31939247105099,0.0507840812114911,Retail,2022-01-06 12:00:00,2717,5724.611458,2/22/2023,0,Customer 1418,19,Address 1418,Merchant 2717,Location 2717
134,33.800957892074884,1299,0,81.10453304374346,0.6752844762825353,Food,2022-01-06 13:00:00,2511,4661.555926,10/26/2022,0,Customer 1299,31,Address 1299,Merchant 2511,Location 2511
135,14.56451519624522,1822,0,51.28972617484501,0.3518120629599117,Travel,2022-01-06 14:00:00,2077,8603.321935,4/1/2024,0,Customer 1822,44,Address 1822,Merchant 2077,Location 2077
136,70.85855068793218,1152,0,76.33022876630817,0.6862647854532525,Travel,2022-01-06 15:00:00,2921,7273.982376,6/1/2022,0,Customer 1152,55,Address 1152,Merchant 2921,Location 2921
137,80.77316169978734,1667,0,82.1851437672511,0.166292052708713,Other,2022-01-06 16:00:00,2639,4096.117607,10/29/2023,0,Customer 1667,35,Address 1667,Merchant 2639,Location 2639
138,39.8254029895631,1669,0,68.07165652135744,0.107425555785323,Online,2022-01-06 17:00:00,2548,4490.14401,10/31/2023,0,Customer 1669,44,Address 1669,Merchant 2548,Location 2548
139,12.184601872547413,1169,0,97.73176014092073,0.0653463606382471,Online,2022-01-06 18:00:00,2338,4020.714312,6/18/2022,0,Customer 1169,30,Address 1169,Merchant 2338,Location 2338
140,36.9412542954954,1574,0,44.4059707359975,0.7817590190058886,Travel,2022-01-06 19:00:00,2180,5541.197921,7/28/2023,0,Customer 1574,55,Address 1574,Merchant 2180,Location 2180
141,61.41387641863861,1019,0,46.56716357207259,0.671085348147031,Retail,2022-01-06 20:00:00,2209,3797.734536,1/19/2022,0,Customer 1019,37,Address 1019,Merchant 2209,Location 2209
142,74.95521382139967,1017,0,50.497451261542906,0.5218400263257464,Other,2022-01-06 21:00:00,2919,5179.000965,1/17/2022,0,Customer 1017,21,Address 1017,Merchant 2919,Location 2919
143,86.47644806653052,1150,0,73.01484256366689,0.0083915576541542,Online,2022-01-06 22:00:00,2573,7476.98918,5/30/2022,0,Customer 1150,52,Address 1150,Merchant 2573,Location 2573
144,44.586046124582026,1087,0,70.58921223632976,0.2643047451700305,Online,2022-01-06 23:00:00,2954,2934.809838,3/28/2022,0,Customer 1087,28,Address 1087,Merchant 2954,Location 2954
